,5_ADMINISTRATIVE DATA_Security Classification,10_ADMINISTRATIVE DATA_Type of Action,102_ADMINISTRATIVE DATA_Agency Serial Number,107_ADMINISTRATIVE DATA_Authorization Date,110_EMISSION CHARACTERISTICS_Frequency(ies),110_EMISSION CHARACTERISTICS_Frequency(ies),113_EMISSION CHARACTERISTICS_Station Class,114_EMISSION CHARACTERISTICS_Emission Designator,115_EMISSION CHARACTERISTICS_Transmitter Power,117_EMISSION CHARACTERISTICS_Effective Radiated Power,140_TIME/DATE INFORMATION_Required Date,141_TIME/DATE INFORMATION_Expiration Date,143_TIME/DATE INFORMATION_Revision Date,200_ORGANIZATIONAL INFORMATION_Agency,203_ORGANIZATIONAL INFORMATION_Bureau,300_TRANSMITTER LOCATION DATA_State/Country,301_TRANSMITTER LOCATION DATA_Antenna Location,303_TRANSMITTER LOCATION DATA_Antenna Coordinates,303_TRANSMITTER LOCATION DATA_Antenna Coordinates,304_TRANSMITTER LOCATION DATA_Call Sign,356_TRANSMITTER ANTENNA DATA_Antenna Structure Height,358_TRANSMITTER ANTENNA DATA_Antenna Elevation,359_TRANSMITTER ANTENNA DATA_Antenna Feedpoint Height,803_ADDITIONAL INFORMATION_Requestor Data,901_ADDITIONAL INFORMATION_Record Status,911_ADDITIONAL INFORMATION_Date of Last Transaction,924_ADDITIONAL INFORMATION_Data Source Indicator,927_ADDITIONAL INFORMATION_Date of Entry,963_ADDITIONAL INFORMATION_FCC File Number,110_EMISSION CHARACTERISTICS_Frequency(ies),306_TRANSMITTER LOCATION DATA_Authorized Radius,362_TRANSMITTER ANTENNA DATA_Antenna Orientation,403_RECEIVER LOCATION DATA_Antenna Coordinates,403_RECEIVER LOCATION DATA_Antenna Coordinates,404_RECEIVER LOCATION DATA_Call Sign,458_RECEIVER ANTENNA DATA_Antenna Elevation,459_RECEIVER ANTENNA DATA_Antenna Feedpoint Height,354_TRANSMITTER ANTENNA DATA_,355_TRANSMITTER ANTENNA DATA_Antenna Structure Nomenclature,357_TRANSMITTER ANTENNA DATA_Antenna Gain,360_TRANSMITTER ANTENNA DATA_Antenna Horizontal Beamwidth,400_RECEIVER LOCATION DATA_State/Country,401_RECEIVER LOCATION DATA_Antenna Location,406_RECEIVER LOCATION DATA_Authorized Radius,456_RECEIVER ANTENNA DATA_Antenna Structure Height,457_RECEIVER ANTENNA DATA_Antenna Gain,454_RECEIVER ANTENNA DATA_Antenna Name,455_RECEIVER ANTENNA DATA_Antenna Nomenclature,460_RECEIVER ANTENNA DATA_Antenna Horizontal Beamwidth,103_ADMINISTRATIVE DATA_IRAC Docket Number,130_TIME/DATE INFORMATION_Time,144_TIME/DATE INFORMATION_Approval Authority Indicator,340_TRANSMITTER EQUIPMENT_Equipment Nomenclature,373_TRANSMITTER ANTENNA DATA_JSC Area Code,402_RECEIVER LOCATION DATA_Receiver Control,462_RECEIVER ANTENNA DATA_Antenna Orientation,463_RECEIVER ANTENNA DATA_Antenna Polarization,473_RECEIVER ANTENNA DATA_JSC Area Code,500_SUPPLEMENTARY DETAILS_IRAC Notes,503_SUPPLEMENTARY DETAILS_Agency Free-text Comments,511_DataNumberSFAFItem_Major Function Identifier,512_DataNumberSFAFItem_Intermediate Function Identifier,513_DataNumberSFAFItem_Detailed Function Identifier,520_DataNumberSFAFItem_Supplementary Details,956_ADDITIONAL INFORMATION_Agency Action Number,142_TIME/DATE INFORMATION_Review Date,202_ORGANIZATIONAL INFORMATION_Unified Command Service,204_ORGANIZATIONAL INFORMATION_Command,205_ORGANIZATIONAL INFORMATION_Subcommand,206_ORGANIZATIONAL INFORMATION_InstallationManager   Frequency,207_ORGANIZATIONAL INFORMATION_Operating Unit,"341_TRANSMITTER EQUIPMENT_NumberName   of Stations, System",343_TRANSMITTER EQUIPMENT_EquipmentIdentificationCertificationNumber,440_RECEIVER EQUIPMENT_Equipment Nomenclature,443_RECEIVER EQUIPMENT_EquipmentIdentificationCertificationNumber,501_SUPPLEMENTARY DETAILS_Notes free-text Comments,701_OTHER ASSIGNMENT IDENTIFIERS_Frequency Action Officer,702_OTHER ASSIGNMENT IDENTIFIERS_Control/Request Number,928_ADDITIONAL INFORMATION_Date of Receipt,118_EMISSION CHARACTERISTICS_Power/ERP Augmentation,209_ORGANIZATIONAL INFORMATION_AreaOtherAFC/DoDOrganizationsAFC,345_TRANSMITTER EQUIPMENT_Radar Tunability,346_TRANSMITTER EQUIPMENT_Pulse Duration,347_TRANSMITTER EQUIPMENT_Pulse Repetition Rate,502_SUPPLEMENTARY DETAILS_Description of Requirement,342_TRANSMITTER EQUIPMENT_Aircraft Nautical Mile Value,958_ADDITIONAL INFORMATION_Routine Agenda Item,208_ORGANIZATIONAL INFORMATION_User Net/Code,442_RECEIVER EQUIPMENT_Aircraft Nautical Mile Value,147_TIME/DATE INFORMATION_Joint Agencies,506_DataNumberSFAFItem_Paired Frequency,361_TRANSMITTER ANTENNA DATA_Antenna Vertical Beamwidth,116_EMISSION CHARACTERISTICS_Power Type,461_RECEIVER ANTENNA DATA_Antenna Vertical Beamwidth,201_ORGANIZATIONAL INFORMATION_Unified Command,349_TRANSMITTER ANTENNA DATA_Sidelobe Suppression,302_TRANSMITTER LOCATION DATA_Station Control
143,UA ,N ,FCC 5A7897 ,20150825 ,M851.65 ,851.65,['FB2 '],['20K0F9W '],['W100.00000 '],['54.30 '],20150825 ,20251011 ,20150825 ,FCC ,YE ,DE ,DOVER ,390914N0753147W ,"39.153888888888886,-75.52972222222222",WQDN677 ,['39.6 '],['8.8 '],['33.5 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,2753405 ,,,['360 '],,,,,,,,['11.5 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,UA ,N ,FCC 5A7898 ,20150825 ,M851.675 ,851.675,['FB2 '],['20K0F9W '],['W100.00000 '],['54.30 '],20150825 ,20251011 ,20150825 ,FCC ,YE ,DE ,DOVER ,390914N0753147W ,"39.153888888888886,-75.52972222222222",WQDN677 ,['39.6 '],['8.8 '],['33.5 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,2753405 ,,,['360 '],,,,,,,,['11.5 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,UA ,N ,FCC 5A7899 ,20150825 ,M852.0125 ,852.0125,['FB2 '],['20K0F9W '],['W100.00000 '],['54.30 '],20150825 ,20251011 ,20150825 ,FCC ,YE ,DE ,DOVER ,390914N0753147W ,"39.153888888888886,-75.52972222222222",WQDN677 ,['39.6 '],['8.8 '],['33.5 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,2753405 ,,,['360 '],,,,,,,,['11.5 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,UA ,N ,FCC 5A789B ,20150825 ,M852.5125 ,852.5125,['FB2 '],['20K0F9W '],['W100.00000 '],['54.30 '],20150825 ,20251011 ,20150825 ,FCC ,YE ,DE ,DOVER ,390914N0753147W ,"39.153888888888886,-75.52972222222222",WQDN677 ,['39.6 '],['8.8 '],['33.5 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,2753405 ,,,['360 '],,,,,,,,['11.5 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,UA ,N ,FCC 5A789A ,20150825 ,M852.125 ,852.125,['FB2 '],['20K0F9W '],['W100.00000 '],['54.30 '],20150825 ,20251011 ,20150825 ,FCC ,YE ,DE ,DOVER ,390914N0753147W ,"39.153888888888886,-75.52972222222222",WQDN677 ,['39.6 '],['8.8 '],['33.5 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,2753405 ,,,['360 '],,,,,,,,['11.5 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,UA ,N ,FCC 5A789C ,20150825 ,M852.65 ,852.65,['FB2 '],['20K0F9W '],['W100.00000 '],['54.30 '],20150825 ,20251011 ,20150825 ,FCC ,YE ,DE ,DOVER ,390914N0753147W ,"39.153888888888886,-75.52972222222222",WQDN677 ,['39.6 '],['8.8 '],['33.5 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,2753405 ,,,['360 '],,,,,,,,['11.5 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,UA ,N ,FCC 5A789D ,20150825 ,M852.675 ,852.675,['FB2 '],['20K0F9W '],['W100.00000 '],['54.30 '],20150825 ,20251011 ,20150825 ,FCC ,YE ,DE ,DOVER ,390914N0753147W ,"39.153888888888886,-75.52972222222222",WQDN677 ,['39.6 '],['8.8 '],['33.5 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,2753405 ,,,['360 '],,,,,,,,['11.5 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,UA ,N ,FCC 5A789E ,20150825 ,M852.95 ,852.95,['FB2 '],['20K0F9W '],['W100.00000 '],['54.30 '],20150825 ,20251011 ,20150825 ,FCC ,YE ,DE ,DOVER ,390914N0753147W ,"39.153888888888886,-75.52972222222222",WQDN677 ,['39.6 '],['8.8 '],['33.5 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,2753405 ,,,['360 '],,,,,,,,['11.5 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,UA ,N ,FCC 5A789F ,20150825 ,M853.0125 ,853.0125,['FB2 '],['20K0F9W '],['W100.00000 '],['54.30 '],20150825 ,20251011 ,20150825 ,FCC ,YE ,DE ,DOVER ,390914N0753147W ,"39.153888888888886,-75.52972222222222",WQDN677 ,['39.6 '],['8.8 '],['33.5 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,2753405 ,,,['360 '],,,,,,,,['11.5 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,UA ,N ,FCC 5A78A0 ,20150825 ,M853.65 ,853.65,['FB2 '],['20K0F9W '],['W100.00000 '],['54.30 '],20150825 ,20251011 ,20150825 ,FCC ,YE ,DE ,DOVER ,390914N0753147W ,"39.153888888888886,-75.52972222222222",WQDN677 ,['39.6 '],['8.8 '],['33.5 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,2753405 ,,,['360 '],,,,,,,,['11.5 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,UA ,N ,FCC 5A78A1 ,20150825 ,M853.75 ,853.75,['FB2 '],['20K0F9W '],['W100.00000 '],['54.30 '],20150825 ,20251011 ,20150825 ,FCC ,YE ,DE ,DOVER ,390914N0753147W ,"39.153888888888886,-75.52972222222222",WQDN677 ,['39.6 '],['8.8 '],['33.5 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,2753405 ,,,['360 '],,,,,,,,['11.5 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,UA ,N ,FCC 5A78A2 ,20150825 ,M853.9 ,853.9,['FB2 '],['20K0F9W '],['W100.00000 '],['54.30 '],20150825 ,20251011 ,20150825 ,FCC ,YE ,DE ,DOVER ,390914N0753147W ,"39.153888888888886,-75.52972222222222",WQDN677 ,['39.6 '],['8.8 '],['33.5 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,2753405 ,,,['360 '],,,,,,,,['11.5 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,UA ,N ,FCC 7DCEB6 ,19841207 ,M2025.5-M2109.5 ,,"['MO ', 'MO ']","['12M0F8W ', '12M0W7D ']",,,20090925 ,20201001 ,20120928 ,FCC ,TP ,MD ,SALISBURY ,390734N0753151W ,"39.12611111111111,-75.53083333333333",KB55313 ,['6.1 '],,,"WBOC, INC. ",A ,20190916 ,FCC ,20190916 ,956062 ,"2025.5, 2109.5",64T ,"['999 ', 'S ']",390734N0753151W ,"39.12611111111111,-75.53083333333333",,,['6.1 '],Nurad ,['D-6E-6RR '],['30 '],['5 '],MD ,SALISBURY ,64 ,['6.1 '],['32 '],['Andrew '],['P8 '],['4.1 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,UA ,N ,FCC 7DCEB7 ,19841207 ,M2450-M2467 ,,"['MO ', 'MO ', 'MO ']","['12M0F8W ', '12M0W7D ', '17M0F8W ']",,,20090925 ,20201001 ,20120928 ,FCC ,TP ,MD ,SALISBURY ,390734N0753151W ,"39.12611111111111,-75.53083333333333",KB55313 ,['6.1 '],,,"WBOC, INC. ",A ,20190916 ,FCC ,20190916 ,956062 ,"2450.0, 2467.0",64T ,"['999 ', 'S ']",390734N0753151W ,"39.12611111111111,-75.53083333333333",,,['6.1 '],Nurad ,['D-6E-6RR '],['30 '],['5 '],MD ,SALISBURY ,64 ,['6.1 '],['32 '],['Andrew '],['P8 '],['4.1 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,UA ,N ,FCC 7DCEB8 ,19841207 ,M2467-M2483.5 ,,"['MO ', 'MO ', 'MO ']","['12M0F8W ', '12M0W7D ', '16M5F8W ']",,,20090925 ,20201001 ,20120928 ,FCC ,TP ,MD ,SALISBURY ,390734N0753151W ,"39.12611111111111,-75.53083333333333",KB55313 ,['6.1 '],,,"WBOC, INC. ",A ,20190916 ,FCC ,20190916 ,956062 ,"2467.0, 2483.5",64T ,"['999 ', 'S ']",390734N0753151W ,"39.12611111111111,-75.53083333333333",,,['6.1 '],Nurad ,['D-6E-6RR '],['30 '],['5 '],MD ,SALISBURY ,64 ,['6.1 '],['32 '],['Andrew '],['P8 '],['4.1 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,UA ,N ,FCC 7F92AB ,19990511 ,M931.9875 ,931.9875,"['FBBS ', 'FBBS ', 'FBBS ']","['15K0F2D ', '16K0F1D ', '16K0F3E ']","['W500.00000 ', 'W500.00000 ', 'W500.00000 ']","['60.83 ', '60.83 ', '60.83 ']",20021205 ,20090401 ,20040501 ,FCC ,CD ,DE ,CAMDEN ,390638N0753318W ,"39.11055555555556,-75.555",KNKJ470 ,['55.5 '],['14.3 '],['55.2 '],"Arch Wireless License Co., LLC ",I ,20190916 ,FCC ,20190916 ,2644 ,,,,,,,,,,,['6 '],['360 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,UA ,N ,FCC 7FB9A1 ,19990511 ,M931.8125 ,931.8125,"['FBBS ', 'FBBS ', 'FBBS ']","['15K0F2D ', '16K0F1D ', '16K0F3E ']","['W500.00000 ', 'W500.00000 ', 'W500.00000 ']","['60.83 ', '60.83 ', '60.83 ']",20081030 ,20090401 ,20090523 ,FCC ,CD ,DE ,CAMDEN ,390638N0753318W ,"39.11055555555556,-75.555",KNKO955 ,['55.5 '],['14.3 '],['55.2 '],"USA Mobility Wireless, Inc. ",I ,20190916 ,FCC ,20190916 ,4227 ,,,,,,,,,,,['6 '],['360 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,UA ,N ,FCC 7F7D9E ,19990511 ,M931.8375 ,931.8375,"['FBBS ', 'FBBS ', 'FBBS ']","['15K0F2D ', '16K0F1D ', '16K0F3E ']","['W150.00000 ', 'W150.00000 ', 'W150.00000 ']","['61.24 ', '61.24 ', '61.24 ']",20081030 ,20090401 ,20090131 ,FCC ,CD ,DE ,CAMDEN ,390637N0753317W ,"39.110277777777775,-75.55472222222222",KNKD381 ,['54.9 '],['14.6 '],['54.9 '],"USA Mobility Wireless, Inc. ",I ,20190916 ,FCC ,20190916 ,1914 ,,,"['120 ', 'V ']",,,,,,CELW ,['PD-10017 '],['13 '],['360 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,U ,M ,I   206003 ,20200210 ,M915 ,915.0,"['XT ', 'XT ']","['125K00Q1D ', '500K00Q1D ']","['W6 ', 'W6 ']",,,20221231 ,20201022 ,DPTINT ,GW ,DE ,BOWERS ,390331N0752350W ,"39.05861111111111,-75.39722222222223",,,,,"CAROL SWAN,7036487023,200910 ",,20201023 ,GMF ,,,,,"['ND ', 'V ']",390331N0752350W ,"39.05861111111111,-75.39722222222223",,,,,,,,DE ,BOWERS ,,,,,,,"['J1642287 ', 'J1576015 ']",1 ,Y ,"['C,SEMSX1308P915GW ']",A ,"I,NTIA-U ",['ND '],['V '],A ,['S144 '],"['CNO,I20206000 ', 'NOT PAIRED,ONE WAY LINK ']",EXPERIMENTAL ,NATURAL RESOURCES ,['HYDROLOGIC '],"EXPERIMENTAL LICENSE AND NEED TO MOVE TO THE NEXT STAGE OF EXPERIMENTAL 
ON-SITE POC IS MATT MARINEAU, 916-278-3179, MMARINEAU AT USGS.GOV. 
TEMP IS REQUESTED FOR USGS WSC, IN COLLABORATION WITH CMU-SILICON VALLEY 
TESTING TO OHIO, THEN TO DELAWARE. THIS IS THE FIRST OF THOSE REQUESTS. 
TO DEVELOP HARDWARE FOR A RADIO-BASED STREAMGAGE TELEMETRY NETWORK. 
UNIVERSITY (CMU) CURRENTLY TESTING IN CALIFORNIA UNDER A CMU FCC 
USGS CALIFORNIA WATER SCIENCE CENTER (WSC) AND CARNEGIE MELLON ",GL  206000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,UE ,N ,AF  200000 ,20200203 ,M2201 ,2201.0,['MLD '],['1M22W7D '],['W3 '],,,,20200203 ,USAF ,,DE ,DOVER ,390810N0752933W ,"39.13611111111111,-75.4925",,,,,"RYLAN PHUNG,3026776146,191216 ",,20200204 ,FRRS ,20200204 ,,,,"['ND ', 'V ']",390810N0752933W ,"39.13611111111111,-75.4925",,,,WHIP ,,['0 '],,DE ,DOVER ,25 ,,['0 '],['WHIP '],,,['J1577301 '],3 ,Y ,"['C,RMTANDROS ']",A ,"I,DOD-S ",['ND '],['V '],A ,,,SUSTAINING OPERATIONS ,EMERGENCY SERVICES ,['EOD '],"EOD ROBOT USED TO REMOTELY DETONATE EXPLOSIVE ORDINANCE DURING EOD 
RESPONSE/TRAINING. ",JRL ,20250203 ,['AFAMC '],AFAMC ,AFAMC ,DOVER ,['436CES '],"['4,NET ']",['J/F 12/09456 '],"['C,RMTANDROS ']",['J/F 12/09456 '],"['M015,IRAC 36435/2,SPS-16463/2 ']",T11 ,AFAMC 20-001 ,20200117 ,,,,,,,,,,,,,,,,,,
163,UE ,N ,AF  200001 ,,M2412-2462 ,,['MLP '],['17M5D2D '],['W0.6 '],,,,,USAF ,,DE ,DOVER ,390810N0752933W ,"39.13611111111111,-75.4925",,,,,"SRA RYLAN PHUNG,3026776146,200116 ",,20200123 ,FRRS ,20200123 ,,"2412.0, 2462.0",,"['ND ', 'V ']",390810N0752933W ,"39.13611111111111,-75.4925",,,,WHIP ,,['0 '],,DE ,DOVER ,25 ,,['0 '],['WHIP '],,,,3 ,U ,"['C,NOVODR ']",A ,"I,DOD-S ",['ND '],['V '],A ,"['S144 ', 'E039 ']",['COMPLIES WITH ANNEX K AS PART 15 '],SUSTAINING OPERATIONS ,EMERGENCY SERVICES ,['EOD '],"EXPLOSIVE ORDINANCE DURING EOD RESPONSE/TRAINING. 
NOVO DR DATA LINK XRAY DEVICE USED TO DETECT ",RRR ,20250123 ,['AFAMC '],AFAMC ,AFAMC ,DOVER ,['436CES '],"['4,NET ']",['J/F 12/11584 '],"['C,NOVODR ']",['J/F 12/11584 '],"['M015,SPS 23675/1 ']",T14 ,AFAMC 20-002 ,20200123 ,,,,,,,,,,,,,,,,,,
164,UE ,M ,AF  917258 ,19920123 ,M2875 ,2875.0,['SMD '],['4M60P0N '],['K700 '],['134.5 '],,,20200629 ,USAF ,,DE ,DOVER ,390810N0752933W ,"39.13611111111111,-75.4925",,,['13 '],['23 '],"RYLAN PHUNG,3026776146,200529 ",A ,20200630 ,FRRS ,19911205 ,,,,"['R ', 'T ']",390810N0752933W ,"39.13611111111111,-75.4925",,,,PARABOLIC ,,['46 '],,DE ,DOVER ,,,,,,,"['J1616224 ', 'I9124663 ', 'J1110683 ', 'J0583718 ', 'J0000202 ']",1 ,Y ,"['C,UNSWSR88D ']",A ,"I,DOD-S ",,,A ,['S373 '],,AIR OPERATIONS ,NAVAIDS ,['WEATHER RADAR '],WEATHER RADAR ,ZT ,20250629 ,['AFAMC '],ACC ,AFAMC ,DOVER ,['436CS '],,['J/F 12/05710/4 '],"['C,UNSWSR88D ']",['J/F 12/05710/4 '],"['M018,N   ,200412,GODDARD,MIDAFC ']",T01 ,AFAMC 20-0380 ,20200612 ,['E '],['MIDLANT '],FX ,"['1.64 ', '4.73 ']",['320-1.3K '],NEXRAD WEATHER RADAR ,,,,,,,,,,,,
165,UE ,N ,AF  220080 ,,M1813-M1850 ,,"['MA ', 'MA ', 'MA ', 'MA ']","['1M06D1D ', '2M12D1D ', '4M23D1D ', '8M46D1D ']","['W1 ', 'W1 ', 'W1 ', 'W1 ']",,20220810 ,,,USAF ,,DE ,DOVER ,390810N0752933W ,"39.13611111111111,-75.4925",,,,,"THOMAS LANKFORD,3026773215,220310 ",,,,,,"1813.0, 1850.0",10B ,"['ND ', 'J ']",390810N0752933W ,"39.13611111111111,-75.4925",,,,DIPOLE ,['SKYDIO XD2 ANTENNA '],['0 '],,DE ,DOVER ,,,['0 '],['DIPOLE '],['SKYDIO XD2 ANTENNA '],,,1 ,Y ,"['G,SKYDIO UAS DATA LI ']",,"I,DOD-S ",['ND '],['J '],,"['C086 ', 'E039 ', 'S015 ', 'S189 ']",,AIR OPERATIONS ,UAV ,,"9.8.2.8.C.3.A SYSTEM AUTOMATICALLY SWEEPS THROUGH ALL FREQS IN BAND. 
AND SECURITY FORCES IN SUPPORT OF FUNCTIONS SUCH AS ROOF INSPECT, 
DOD SYSTEM USES SENSE AND AVOID CAPABILITY. FREQ BAND COMPLIES WITH 
POC SFS BDOC COMM 3026776666 
RESTRICT AREA VIOLATION, ACTIVE SHOOTER, AND NIGHT SECURITY. 
THIS IS A UAS DATA LINK SYSTEM USED FOR AIR FORCE CIVIL ENGINEER 
UTILITY LINE INSPECT, FLIGHT LINE SAFETY, GATE SAFETY, COASTAL ",CAM ,,['AFAMC '],AFAMC ,AFAMC ,DOVER ,['436SFS '],"['10,NET ']",['J/F 12/13230 '],"['G,SKYDIO UAS DATA LI ']",['J/F 12/13230 '],"['M018,N   ,220601,GODDARD,MIDLANT ', 'M015,IRAC 44810/1,SPS-24946/1 ', 'M014,0002,AGL ']",T18 ,AFAMC 22-0500 ,20220628 ,,,,,,"REDUCING MANPOWER TO ACCOMPLISH CE AND SFS SUPPORT FUNCTIONS. 
SYSTEM IS ESSENTIAL TO INCREASING SAFETY TO PERSONNEL AND ",,,,,,,,,,,,
166,UE ,N ,AF  200000 ,20200203 ,M2201 ,2201.0,['MLD '],['1M22W7D '],['W3 '],,,,20200203 ,USAF ,,DE ,DOVER ,390810N0752933W ,"39.13611111111111,-75.4925",,,,,"RYLAN PHUNG,3026776146,191216 ",,20200204 ,GMF ,20200204 ,,,,"['ND ', 'V ']",390810N0752933W ,"39.13611111111111,-75.4925",,,,WHIP ,,['0 '],,DE ,DOVER ,25 ,,['0 '],['WHIP '],,,['J1577301 '],3 ,Y ,"['C,RMTANDROS ']",A ,"I,DOD-S ",['ND '],['V '],A ,,,SUSTAINING OPERATIONS ,EMERGENCY SERVICES ,['EOD '],"EOD ROBOT USED TO REMOTELY DETONATE EXPLOSIVE ORDINANCE DURING EOD 
RESPONSE/TRAINING. ",JRL ,20250203 ,,,,,,"['4,NET ']",['J/F 12/09456 '],"['C,RMTANDROS ']",,"['M015,IRAC 36435/2,SPS-16463/2 ']",T11 ,AFAMC 20-001 ,,,,,,,,,,,,,,,,,,,
167,UE ,M ,AF  917258 ,19920123 ,M2875 ,2875.0,['SMD '],['4M60P0N '],['K700 '],['134.5 '],,,20200629 ,USAF ,,DE ,DOVER ,390810N0752933W ,"39.13611111111111,-75.4925",,,['13 '],['23 '],"RYLAN PHUNG,3026776146,200529 ",,20200630 ,GMF ,,,,,"['R ', 'T ']",390810N0752933W ,"39.13611111111111,-75.4925",,,,PARABOLIC ,,['46 '],,DE ,DOVER ,,,,,,,"['J1616224 ', 'I9124663 ', 'J1110683 ', 'J0583718 ', 'J0000202 ']",1 ,Y ,"['C,UNSWSR88D ']",A ,"I,DOD-S ",,,A ,['S373 '],,AIR OPERATIONS ,NAVAIDS ,['WEATHER RADAR '],WEATHER RADAR ,ZT ,20250629 ,,,,,,,['J/F 12/05710/4 '],"['C,UNSWSR88D ']",,"['M018,N   ,200412,GODDARD,MIDAFC ']",T01 ,AFAMC 20-0380 ,,['E '],,FX ,"['1.64 ', '4.73 ']",['320-1.3K '],,,,,,,,,,,,,
